,Datetime,Tweet Id,url,replyCount,renderedContent,source,text,retweetCount,language,likes
486,2022-05-27 16:37:31+00:00,1530226704127385600,https://twitter.com/IPL/status/1530226704127385600,11,"Another game, another 5⃣0⃣-plus score for @josbuttler! 👏 👏

A 23-ball half-century in Qualifier 2 for the @rajasthanroyals batter. 👍 👍

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB https://t.co/OpKTcbudLF","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Another game, another 5⃣0⃣-plus score for @josbuttler! 👏 👏

A 23-ball half-century in Qualifier 2 for the @rajasthanroyals batter. 👍 👍

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB https://t.co/OpKTcbudLF",39,en,563
487,2022-05-27 16:35:07+00:00,1530226101607444480,https://twitter.com/IPL/status/1530226101607444480,2,"Qualifier 2. 6.4: Harshal Patel to Jos Buttler 4 runs, Rajasthan Royals 73/1 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 6.4: Harshal Patel to Jos Buttler 4 runs, Rajasthan Royals 73/1 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",11,en,156
488,2022-05-27 16:30:24+00:00,1530224916351422464,https://twitter.com/IPL/status/1530224916351422464,16,"A much-needed breakthrough for @RCBTweets! 👍 👍

Josh Hazlewood strikes as @imVkohli takes the catch. 👏 👏

#RR lose Yashasvi Jaiswal. 

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB https://t.co/Qb8YpzwDyj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A much-needed breakthrough for @RCBTweets! 👍 👍

Josh Hazlewood strikes as @imVkohli takes the catch. 👏 👏

#RR lose Yashasvi Jaiswal. 

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB https://t.co/Qb8YpzwDyj",34,en,590
489,2022-05-27 16:30:07+00:00,1530224842498359296,https://twitter.com/IPL/status/1530224842498359296,0,"Qualifier 2. 5.4: Josh Hazlewood to Jos Buttler 4 runs, Rajasthan Royals 66/1 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 5.4: Josh Hazlewood to Jos Buttler 4 runs, Rajasthan Royals 66/1 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",7,en,113
490,2022-05-27 16:26:24+00:00,1530223908116381696,https://twitter.com/IPL/status/1530223908116381696,3,"Qualifier 2. WICKET!  5.1: Yashasvi Jaiswal 21(13) ct Virat Kohli b Josh Hazlewood, Rajasthan Royals 61/1 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  5.1: Yashasvi Jaiswal 21(13) ct Virat Kohli b Josh Hazlewood, Rajasthan Royals 61/1 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",16,fi,130
491,2022-05-27 16:24:29+00:00,1530223427327561729,https://twitter.com/IPL/status/1530223427327561729,5,"Qualifier 2. 4.6: Shahbaz Ahmed to Jos Buttler 4 runs, Rajasthan Royals 61/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 4.6: Shahbaz Ahmed to Jos Buttler 4 runs, Rajasthan Royals 61/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",15,en,106
492,2022-05-27 16:23:57+00:00,1530223289729269760,https://twitter.com/IPL/status/1530223289729269760,2,"Qualifier 2. 4.5: Shahbaz Ahmed to Jos Buttler 6 runs, Rajasthan Royals 57/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 4.5: Shahbaz Ahmed to Jos Buttler 6 runs, Rajasthan Royals 57/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",12,en,104
493,2022-05-27 16:23:21+00:00,1530223139627466752,https://twitter.com/IPL/status/1530223139627466752,10,".@rajasthanroyals off to a cracking start in the chase! 👏 👏

@josbuttler &amp; @ybj_19 complete a 5⃣0⃣-run stand in 27 balls. 👌 👌

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB https://t.co/YW4oCXkCmz","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@rajasthanroyals off to a cracking start in the chase! 👏 👏

@josbuttler &amp; @ybj_19 complete a 5⃣0⃣-run stand in 27 balls. 👌 👌

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB https://t.co/YW4oCXkCmz",24,en,269
494,2022-05-27 16:22:38+00:00,1530222959025082368,https://twitter.com/IPL/status/1530222959025082368,1,"Qualifier 2. 4.3: Shahbaz Ahmed to Jos Buttler 6 runs, Rajasthan Royals 51/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 4.3: Shahbaz Ahmed to Jos Buttler 6 runs, Rajasthan Royals 51/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",15,en,98
495,2022-05-27 16:17:04+00:00,1530221560186843136,https://twitter.com/IPL/status/1530221560186843136,7,"Virat Kohli ✅
Dinesh Karthik ✅
Wanindu Hasaranga ✅

@prasidh43 put on an impressive show with the ball @rajasthanroyals &amp; scalped 3⃣ wickets in Qualifier 2 against #RCB. 👌 👌 #TATAIPL | #RRvRCB 

Watch those wickets 🎥 🔽
iplt20.com/video/46203/pr…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Virat Kohli ✅
Dinesh Karthik ✅
Wanindu Hasaranga ✅

@prasidh43 put on an impressive show with the ball @rajasthanroyals &amp; scalped 3⃣ wickets in Qualifier 2 against #RCB. 👌 👌 #TATAIPL | #RRvRCB 

Watch those wickets 🎥 🔽
https://t.co/oupmucaSnM",26,en,365
496,2022-05-27 16:15:58+00:00,1530221281311858692,https://twitter.com/IPL/status/1530221281311858692,13,"Qualifier 2. 2.6: Mohammed Siraj to Jos Buttler 6 runs, Rajasthan Royals 37/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 2.6: Mohammed Siraj to Jos Buttler 6 runs, Rajasthan Royals 37/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",13,en,148
497,2022-05-27 16:15:22+00:00,1530221132690898946,https://twitter.com/IPL/status/1530221132690898946,6,"Qualifier 2. 2.5: Mohammed Siraj to Jos Buttler 4 runs, Rajasthan Royals 31/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 2.5: Mohammed Siraj to Jos Buttler 4 runs, Rajasthan Royals 31/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,126
498,2022-05-27 16:14:23+00:00,1530220885868781570,https://twitter.com/IPL/status/1530220885868781570,5,"Qualifier 2. 2.4: Mohammed Siraj to Jos Buttler 4 runs, Rajasthan Royals 27/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 2.4: Mohammed Siraj to Jos Buttler 4 runs, Rajasthan Royals 27/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",13,en,131
499,2022-05-27 16:08:17+00:00,1530219349977534465,https://twitter.com/IPL/status/1530219349977534465,2,"Qualifier 2. 1.2: Josh Hazlewood to Jos Buttler 4 runs, Rajasthan Royals 20/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 1.2: Josh Hazlewood to Jos Buttler 4 runs, Rajasthan Royals 20/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,139
500,2022-05-27 16:07:16+00:00,1530219092657025024,https://twitter.com/IPL/status/1530219092657025024,3,"Qualifier 2. 0.6: Mohammed Siraj to Yashasvi Jaiswal 6 runs, Rajasthan Royals 16/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 0.6: Mohammed Siraj to Yashasvi Jaiswal 6 runs, Rajasthan Royals 16/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",11,hi,130
501,2022-05-27 16:04:57+00:00,1530218510059700224,https://twitter.com/IPL/status/1530218510059700224,6,"Qualifier 2. 0.4: Mohammed Siraj to Yashasvi Jaiswal 4 runs, Rajasthan Royals 10/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 0.4: Mohammed Siraj to Yashasvi Jaiswal 4 runs, Rajasthan Royals 10/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",19,hi,117
502,2022-05-27 16:03:57+00:00,1530218260200923136,https://twitter.com/IPL/status/1530218260200923136,1,"Qualifier 2. 0.3: Mohammed Siraj to Yashasvi Jaiswal 6 runs, Rajasthan Royals 6/0 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 0.3: Mohammed Siraj to Yashasvi Jaiswal 6 runs, Rajasthan Royals 6/0 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",15,hi,112
503,2022-05-27 15:59:47+00:00,1530217208499933184,https://twitter.com/IPL/status/1530217208499933184,5,"ICYMI: Rajat Patidar shines with a vital 5⃣8⃣ 👍 👍

The @RCBTweets continued his impressive form and scored a half-century, creaming 4⃣ fours &amp; 3⃣ sixes. 👏 👏  #TATAIPL | #RRvRCB 

Watch his knock 🎥🔽
iplt20.com/video/46196/ra…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ICYMI: Rajat Patidar shines with a vital 5⃣8⃣ 👍 👍

The @RCBTweets continued his impressive form and scored a half-century, creaming 4⃣ fours &amp; 3⃣ sixes. 👏 👏  #TATAIPL | #RRvRCB 

Watch his knock 🎥🔽
https://t.co/5osRysg2Dz",32,en,745
504,2022-05-27 15:55:04+00:00,1530216024225611776,https://twitter.com/IPL/status/1530216024225611776,5,"Innings Break! 

Rajat Patidar scores 5⃣8⃣ as @RCBTweets post 157/8 on the board. 👏 👏

@prasidh43 &amp; Obed McCoy star with the ball for @rajasthanroyals, picking 3⃣ wickets each. 👌👌

The #RR chase to begin soon. 👍 👍

Scorecard ▶️ bit.ly/TataIpl-2022-Q…

#TATAIPL | #RRvRCB https://t.co/ll8SZmA3v6","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Innings Break! 

Rajat Patidar scores 5⃣8⃣ as @RCBTweets post 157/8 on the board. 👏 👏

@prasidh43 &amp; Obed McCoy star with the ball for @rajasthanroyals, picking 3⃣ wickets each. 👌👌

The #RR chase to begin soon. 👍 👍

Scorecard ▶️ https://t.co/orwLrIaXo3

#TATAIPL | #RRvRCB https://t.co/ll8SZmA3v6",37,en,366
505,2022-05-27 15:50:17+00:00,1530214816886816770,https://twitter.com/IPL/status/1530214816886816770,5,".@prasidh43 returned with the figures of 3⃣/2⃣2⃣ and was our top performer from the first innings of the #RRvRCB Qualifier 2 of the #TATAIPL 2022. 👌 👌 @rajasthanroyals 

A summary of his bowling display 🔽 https://t.co/zPdedlmONQ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@prasidh43 returned with the figures of 3⃣/2⃣2⃣ and was our top performer from the first innings of the #RRvRCB Qualifier 2 of the #TATAIPL 2022. 👌 👌 @rajasthanroyals 

A summary of his bowling display 🔽 https://t.co/zPdedlmONQ",29,en,255
506,2022-05-27 15:41:04+00:00,1530212500708331520,https://twitter.com/IPL/status/1530212500708331520,11,"A double-wicket over from @prasidh43! 👏 👏

#RCB lose Dinesh Karthik and Wanindu Hasaranga in the 19th over.  

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/LEMK5L2ewO","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A double-wicket over from @prasidh43! 👏 👏

#RCB lose Dinesh Karthik and Wanindu Hasaranga in the 19th over.  

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/LEMK5L2ewO",24,en,408
507,2022-05-27 15:40:59+00:00,1530212478545690624,https://twitter.com/IPL/status/1530212478545690624,4,"Qualifier 2. WICKET!  19.1: Harshal Patel 1(2) b Obed McCoy, Royal Challengers Bangalore 154/8 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  19.1: Harshal Patel 1(2) b Obed McCoy, Royal Challengers Bangalore 154/8 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,132
508,2022-05-27 15:39:23+00:00,1530212077155000320,https://twitter.com/IPL/status/1530212077155000320,3,"Qualifier 2. 18.5: Prasidh Krishna to Shahbaz Ahmed 6 runs, Royal Challengers Bangalore 154/7 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 18.5: Prasidh Krishna to Shahbaz Ahmed 6 runs, Royal Challengers Bangalore 154/7 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,111
509,2022-05-27 15:34:04+00:00,1530210736324100100,https://twitter.com/IPL/status/1530210736324100100,13,"Qualifier 2. WICKET!  18.1: Dinesh Karthik 6(7) ct Riyan Parag b Prasidh Krishna, Royal Challengers Bangalore 146/6 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  18.1: Dinesh Karthik 6(7) ct Riyan Parag b Prasidh Krishna, Royal Challengers Bangalore 146/6 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",11,in,113
510,2022-05-27 15:34:01+00:00,1530210724986859520,https://twitter.com/IPL/status/1530210724986859520,4,"Wicket No. 2⃣ for Obed McCoy! 👍 👍

Catch No. 2⃣ for @ashwinravi99! 👌 👌

#RCB lose their fifth wicket as Mahipal Lomror gets out. 

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/QRYeUFkzcj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wicket No. 2⃣ for Obed McCoy! 👍 👍

Catch No. 2⃣ for @ashwinravi99! 👌 👌

#RCB lose their fifth wicket as Mahipal Lomror gets out. 

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/QRYeUFkzcj",15,en,185
511,2022-05-27 15:31:16+00:00,1530210032717012995,https://twitter.com/IPL/status/1530210032717012995,1,"Qualifier 2. 17.5: Obed McCoy to Shahbaz Ahmed 4 runs, Royal Challengers Bangalore 146/5 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 17.5: Obed McCoy to Shahbaz Ahmed 4 runs, Royal Challengers Bangalore 146/5 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,118
512,2022-05-27 15:29:20+00:00,1530209548652449792,https://twitter.com/IPL/status/1530209548652449792,3,"Qualifier 2. WICKET!  17.4: Mahipal Lomror 8(10) ct Ravichandran Ashwin b Obed McCoy, Royal Challengers Bangalore 141/5 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  17.4: Mahipal Lomror 8(10) ct Ravichandran Ashwin b Obed McCoy, Royal Challengers Bangalore 141/5 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,125
513,2022-05-27 15:25:51+00:00,1530208668976676865,https://twitter.com/IPL/status/1530208668976676865,8,"Excellent catch near the ropes by @josbuttler! 👌 👌

Rajat Patidar's fine 58-run knock comes to an end. 

@ashwinravi99 joins the wicket-taking party for @rajasthanroyals! 👏 👏

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB https://t.co/FPMJq1aFh2","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Excellent catch near the ropes by @josbuttler! 👌 👌

Rajat Patidar's fine 58-run knock comes to an end. 

@ashwinravi99 joins the wicket-taking party for @rajasthanroyals! 👏 👏

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB https://t.co/FPMJq1aFh2",43,en,585
514,2022-05-27 15:16:38+00:00,1530206349107384327,https://twitter.com/IPL/status/1530206349107384327,5,"Qualifier 2. WICKET!  15.3: Rajat Patidar 58(42) ct Jos Buttler b Ravichandran Ashwin, Royal Challengers Bangalore 130/4 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  15.3: Rajat Patidar 58(42) ct Jos Buttler b Ravichandran Ashwin, Royal Challengers Bangalore 130/4 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",15,en,195
515,2022-05-27 15:15:16+00:00,1530206006906527745,https://twitter.com/IPL/status/1530206006906527745,9,"1⃣1⃣2⃣* against #LSG 👍 👍

5⃣0⃣ up &amp; going strong against #RR 👏 👏

Rajat Patidar continues to impress. 👌 👌

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB | @RCBTweets https://t.co/RFv6XcEtJ6","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1⃣1⃣2⃣* against #LSG 👍 👍

5⃣0⃣ up &amp; going strong against #RR 👏 👏

Rajat Patidar continues to impress. 👌 👌

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB | @RCBTweets https://t.co/RFv6XcEtJ6",91,en,1635
516,2022-05-27 15:14:10+00:00,1530205728283234304,https://twitter.com/IPL/status/1530205728283234304,1,"Qualifier 2. 15.2: Ravichandran Ashwin to Rajat Patidar 6 runs, Royal Challengers Bangalore 130/3 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 15.2: Ravichandran Ashwin to Rajat Patidar 6 runs, Royal Challengers Bangalore 130/3 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",15,en,116
517,2022-05-27 15:12:19+00:00,1530205265295036418,https://twitter.com/IPL/status/1530205265295036418,4,"Qualifier 2. 14.6: Yuzvendra Chahal to Rajat Patidar 6 runs, Royal Challengers Bangalore 123/3 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 14.6: Yuzvendra Chahal to Rajat Patidar 6 runs, Royal Challengers Bangalore 123/3 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",8,in,108
518,2022-05-27 15:12:12+00:00,1530205236802953217,https://twitter.com/IPL/status/1530205236802953217,7,"A fine catch in the deep by Obed McCoy! 👌 👌

Trent Boult picks his first wicket of the match. 👍 👍

#RCB 3 down as Glenn Maxwell is dismissed. 

Follow the match ▶️  bit.ly/TataIpl-2022-Q… 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/Rthj1b9VFi","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A fine catch in the deep by Obed McCoy! 👌 👌

Trent Boult picks his first wicket of the match. 👍 👍

#RCB 3 down as Glenn Maxwell is dismissed. 

Follow the match ▶️  https://t.co/orwLrIaXo3 

#TATAIPL | #RRvRCB | @rajasthanroyals https://t.co/Rthj1b9VFi",22,en,246
519,2022-05-27 15:07:16+00:00,1530203992319475713,https://twitter.com/IPL/status/1530203992319475713,3,"Qualifier 2. WICKET!  13.6: Glenn Maxwell 24(13) ct Obed McCoy b Trent Boult, Royal Challengers Bangalore 111/3 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  13.6: Glenn Maxwell 24(13) ct Obed McCoy b Trent Boult, Royal Challengers Bangalore 111/3 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",11,en,141
520,2022-05-27 15:01:26+00:00,1530202527052009473,https://twitter.com/IPL/status/1530202527052009473,0,"Qualifier 2. 12.5: Yuzvendra Chahal to Glenn Maxwell 4 runs, Royal Challengers Bangalore 106/2 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 12.5: Yuzvendra Chahal to Glenn Maxwell 4 runs, Royal Challengers Bangalore 106/2 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",7,en,131
521,2022-05-27 14:59:28+00:00,1530202029670518786,https://twitter.com/IPL/status/1530202029670518786,2,"Qualifier 2. 12.2: Yuzvendra Chahal to Glenn Maxwell 6 runs, Royal Challengers Bangalore 99/2 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 12.2: Yuzvendra Chahal to Glenn Maxwell 6 runs, Royal Challengers Bangalore 99/2 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,117
522,2022-05-27 14:55:34+00:00,1530201050560335878,https://twitter.com/IPL/status/1530201050560335878,5,"Obed McCoy with the breakthrough! 👏 👏

@ashwinravi99 takes the catch as @rajasthanroyals pick the second #RCB wicket. 👌 👌

Faf du Plessis gets out for 25. 

Follow the match ▶️ bit.ly/TataIpl-2022-Q…

#TATAIPL | #RRvRCB https://t.co/U0jnFvuVS2","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Obed McCoy with the breakthrough! 👏 👏

@ashwinravi99 takes the catch as @rajasthanroyals pick the second #RCB wicket. 👌 👌

Faf du Plessis gets out for 25. 

Follow the match ▶️ https://t.co/orwLrIaXo3

#TATAIPL | #RRvRCB https://t.co/U0jnFvuVS2",20,en,283
523,2022-05-27 14:54:37+00:00,1530200808305868800,https://twitter.com/IPL/status/1530200808305868800,1,"Qualifier 2. 11.2: Ravichandran Ashwin to Glenn Maxwell 6 runs, Royal Challengers Bangalore 88/2 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 11.2: Ravichandran Ashwin to Glenn Maxwell 6 runs, Royal Challengers Bangalore 88/2 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",10,en,96
524,2022-05-27 14:50:23+00:00,1530199745465032704,https://twitter.com/IPL/status/1530199745465032704,6,"Qualifier 2. WICKET!  10.4: Faf Du Plessis 25(27) ct Ravichandran Ashwin b Obed McCoy, Royal Challengers Bangalore 79/2 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. WICKET!  10.4: Faf Du Plessis 25(27) ct Ravichandran Ashwin b Obed McCoy, Royal Challengers Bangalore 79/2 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",13,en,125
525,2022-05-27 14:47:57+00:00,1530199131091779584,https://twitter.com/IPL/status/1530199131091779584,3,"Qualifier 2. 10.1: Obed McCoy to Rajat Patidar 4 runs, Royal Challengers Bangalore 78/1 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 10.1: Obed McCoy to Rajat Patidar 4 runs, Royal Challengers Bangalore 78/1 https://t.co/orwLrIsyMD #Qualifier2 #TATAIPL #IPL2022",9,en,107
526,2022-05-27 14:46:45+00:00,1530198831991640064,https://twitter.com/IPL/status/1530198831991640064,7,"10 overs gone, @RCBTweets move to 74/1. 👏 👏

A solid 5⃣0⃣-run stand (and counting) between captain @faf1307 &amp; Rajat Patidar. 👌 👌

Follow the match ▶️ bit.ly/TataIpl-2022-Q…

#TATAIPL | #RRvRCB https://t.co/7ir3f0zWcx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10 overs gone, @RCBTweets move to 74/1. 👏 👏

A solid 5⃣0⃣-run stand (and counting) between captain @faf1307 &amp; Rajat Patidar. 👌 👌

Follow the match ▶️ https://t.co/orwLrIaXo3

#TATAIPL | #RRvRCB https://t.co/7ir3f0zWcx",35,en,480
527,2022-05-27 14:38:41+00:00,1530196801990496256,https://twitter.com/IPL/status/1530196801990496256,5,"Cause #SpiritOfCricket always remains gold! 👏 👏

Relive that special moment featuring @imVkohli. 👍 👍 #TATAIPL | #RRvRCB | @RCBTweets 

Watch 🎥 🔽
iplt20.com/video/46181/sp…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cause #SpiritOfCricket always remains gold! 👏 👏

Relive that special moment featuring @imVkohli. 👍 👍 #TATAIPL | #RRvRCB | @RCBTweets 

Watch 🎥 🔽
https://t.co/jZeGmbf7jP",44,en,627
528,2022-05-27 14:38:38+00:00,1530196787213979648,https://twitter.com/IPL/status/1530196787213979648,0,"Qualifier 2. 8.3: Yuzvendra Chahal to Rajat Patidar 6 runs, Royal Challengers Bangalore 65/1 bit.ly/TataIpl-2022-Q… #Qualifier2 #TATAIPL #IPL2022","<a href=""http://www.iplt20.com"" rel=""nofollow"">IPLT20 Live</a>","Qualifier 2. 8.3: Yuzvendra Chahal to Rajat Patidar 6 runs, Royal Challengers Bangalore 65/1 https://t.co/orwLrIaXo3 #Qualifier2 #TATAIPL #IPL2022",6,in,124
