,Datetime,Tweet Id,url,replyCount,renderedContent,source,text,retweetCount,language,likes
0,2023-01-16 08:27:12+00:00,1614902073035993089,https://twitter.com/IPL/status/1614902073035993089,6,"Viacom18 Media Private Limited will acquire the Media Rights from WIPL Season 2023 to WIPL Season 2027 for a cumulative figure of INR 951 crores (i.e., INR 7.09 crores per match).","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Viacom18 Media Private Limited will acquire the Media Rights from WIPL Season 2023 to WIPL Season 2027 for a cumulative figure of INR 951 crores (i.e., INR 7.09 crores per match).",49,en,1239
1,2023-01-16 08:26:59+00:00,1614902019172741120,https://twitter.com/IPL/status/1614902019172741120,34,"NEWS 🚨- The BCCI is pleased to announce Viacom18 Media Private Limited as the successful bidder of Media Rights for the Women’s Indian Premier League (WIPL) Seasons 2023-2027.

More details here - iplt20.com/news/3854/bcci… @viacom18 https://t.co/lsAK0FRsHk","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NEWS 🚨- The BCCI is pleased to announce Viacom18 Media Private Limited as the successful bidder of Media Rights for the Women’s Indian Premier League (WIPL) Seasons 2023-2027.

More details here - https://t.co/WpAz9tpr0R @viacom18 https://t.co/lsAK0FRsHk",192,en,4163
2,2023-01-03 14:01:13+00:00,1610275088519290880,https://twitter.com/IPL/status/1610275088519290880,105,"BCCI announces release of Invitation to Tender for the right to own and operate a team in Women’s Indian Premier League.

More details here - iplt20.com/news/3853/boar…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BCCI announces release of Invitation to Tender for the right to own and operate a team in Women’s Indian Premier League.

More details here - https://t.co/NamwGwjjDi",228,en,3488
3,2022-12-25 12:47:49+00:00,1606995125863079936,https://twitter.com/IPL/status/1606995125863079936,34,"Kochi 🏝️
A fantastic Auction Arena 👌🏻
Record-breaking historic buys 💰
And a bunch of people working behind the scenes to make the event possible 😃

Here are snapshots from the #TATAIPLAuction 2023 https://t.co/UW6bWT9fAy","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Kochi 🏝️
A fantastic Auction Arena 👌🏻
Record-breaking historic buys 💰
And a bunch of people working behind the scenes to make the event possible 😃

Here are snapshots from the #TATAIPLAuction 2023 https://t.co/UW6bWT9fAy",179,en,3444
4,2022-12-24 06:27:31+00:00,1606537034277191681,https://twitter.com/IPL/status/1606537034277191681,23,https://t.co/xAFmgaRv1n,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/xAFmgaRv1n,288,zxx,2105
5,2022-12-24 06:27:05+00:00,1606536924826865664,https://twitter.com/IPL/status/1606536924826865664,25,https://t.co/eRBrBVuOa2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/eRBrBVuOa2,293,zxx,2075
6,2022-12-24 06:26:39+00:00,1606536814059483136,https://twitter.com/IPL/status/1606536814059483136,77,"𝘿𝙤𝙣𝙚 &amp; 𝘿𝙪𝙨𝙩𝙚𝙙!

Here are the 🔟 squads that will be ready to face each other and set the stage on 🔥🔥 in the #TATAIPL 2023

#TATAIPLAuction | @TataCompanies https://t.co/e1qHauwa7G","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","𝘿𝙤𝙣𝙚 &amp; 𝘿𝙪𝙨𝙩𝙚𝙙!

Here are the 🔟 squads that will be ready to face each other and set the stage on 🔥🔥 in the #TATAIPL 2023

#TATAIPLAuction | @TataCompanies https://t.co/e1qHauwa7G",737,en,7484
7,2022-12-23 16:51:50+00:00,1606331760828112898,https://twitter.com/IPL/status/1606331760828112898,78,"Some broke the bank 💵💰

Some entered an intense bidding war 🤜🤛

While some got the player of their choice 🎯

Here are the 🔝buys at the #TATAIPLAuction 2023 👌 https://t.co/93LXEYegWa","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Some broke the bank 💵💰

Some entered an intense bidding war 🤜🤛

While some got the player of their choice 🎯

Here are the 🔝buys at the #TATAIPLAuction 2023 👌 https://t.co/93LXEYegWa",633,en,8764
8,2022-12-23 16:45:43+00:00,1606330222726586368,https://twitter.com/IPL/status/1606330222726586368,3,https://t.co/ymhsM83ZkV,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/ymhsM83ZkV,87,zxx,1712
9,2022-12-23 16:45:08+00:00,1606330073170055168,https://twitter.com/IPL/status/1606330073170055168,4,https://t.co/m3YI2fjSam,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/m3YI2fjSam,86,zxx,1631
10,2022-12-23 16:44:12+00:00,1606329839413104641,https://twitter.com/IPL/status/1606329839413104641,21,Beaming Bright after the end of the #TATAIPLAuction 2023 😃😊 https://t.co/RyLN2sSWc1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Beaming Bright after the end of the #TATAIPLAuction 2023 😃😊 https://t.co/RyLN2sSWc1,341,en,12522
11,2022-12-23 16:31:56+00:00,1606326753789624325,https://twitter.com/IPL/status/1606326753789624325,7,"🗣️🗣️ IPL Chairman, Mr. Arun Singh Dhumal shares his thoughts on IPL being the best league in the World and introduction of the ""Impact Player"" rule in the #TATAIPL https://t.co/QPNNvIrVk8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🗣️🗣️ IPL Chairman, Mr. Arun Singh Dhumal shares his thoughts on IPL being the best league in the World and introduction of the ""Impact Player"" rule in the #TATAIPL https://t.co/QPNNvIrVk8",124,en,2392
12,2022-12-23 15:54:00+00:00,1606317205783814145,https://twitter.com/IPL/status/1606317205783814145,9,".@mipaltan Head Coach, Mark Boucher sums up the team's top buys and strategy post the #TATAIPLAuction 2023 👌 https://t.co/kYAu5T9ztw","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@mipaltan Head Coach, Mark Boucher sums up the team's top buys and strategy post the #TATAIPLAuction 2023 👌 https://t.co/kYAu5T9ztw",114,en,1930
13,2022-12-23 15:11:06+00:00,1606306408735117313,https://twitter.com/IPL/status/1606306408735117313,7,"Ekant Sen from the uncapped list is the final player to go under the hammer in the Auction 

He is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ekant Sen from the uncapped list is the final player to go under the hammer in the Auction 

He is UNSOLD 

#TATAIPLAuction | @TataCompanies",38,en,783
14,2022-12-23 15:10:23+00:00,1606306228434456576,https://twitter.com/IPL/status/1606306228434456576,10,"Wayne Parnell is back in the Auction and he is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wayne Parnell is back in the Auction and he is UNSOLD 

#TATAIPLAuction | @TataCompanies",37,en,993
15,2022-12-23 15:09:42+00:00,1606306058456244225,https://twitter.com/IPL/status/1606306058456244225,23,"Shakib Al Hasan is next and he is SOLD to KKR for INR 1.5 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shakib Al Hasan is next and he is SOLD to KKR for INR 1.5 Crore 

#TATAIPLAuction | @TataCompanies",165,en,5117
16,2022-12-23 15:09:17+00:00,1606305953011343366,https://twitter.com/IPL/status/1606305953011343366,44,"Joe Root is SOLD to Rajasthan Royals for INR 1 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Joe Root is SOLD to Rajasthan Royals for INR 1 Crore 

#TATAIPLAuction | @TataCompanies",157,en,2252
17,2022-12-23 15:08:53+00:00,1606305851030921216,https://twitter.com/IPL/status/1606305851030921216,2,"4 players remain to be auctioned and first one from the lot is Joe Root 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4 players remain to be auctioned and first one from the lot is Joe Root 

#TATAIPLAuction | @TataCompanies",63,en,2297
18,2022-12-23 14:54:40+00:00,1606302273348542465,https://twitter.com/IPL/status/1606302273348542465,7,"Abdul P A is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Abdul P A is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",57,en,931
19,2022-12-23 14:52:58+00:00,1606301846707900417,https://twitter.com/IPL/status/1606301846707900417,4,"Prashant Chopra is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prashant Chopra is UNSOLD 

#TATAIPLAuction | @TataCompanies",22,en,505
20,2022-12-23 14:52:46+00:00,1606301796703514625,https://twitter.com/IPL/status/1606301796703514625,1,"Raghav Goyal is SOLD to Mumbai Indians for INR 20 Lakh

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Raghav Goyal is SOLD to Mumbai Indians for INR 20 Lakh

#TATAIPLAuction | @TataCompanies",48,in,587
21,2022-12-23 14:52:12+00:00,1606301653241511936,https://twitter.com/IPL/status/1606301653241511936,6,"Yudhvir Charak attracts a bid from LSG and is SOLD for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yudhvir Charak attracts a bid from LSG and is SOLD for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",36,da,496
22,2022-12-23 14:51:47+00:00,1606301549264654336,https://twitter.com/IPL/status/1606301549264654336,7,"Luke Wood is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Luke Wood is UNSOLD 

#TATAIPLAuction | @TataCompanies",19,en,562
23,2022-12-23 14:51:06+00:00,1606301376937570305,https://twitter.com/IPL/status/1606301376937570305,17,"Afghanistan fast bowler Naveen UL Haq is SOLD to Lucknow Super Giants for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Afghanistan fast bowler Naveen UL Haq is SOLD to Lucknow Super Giants for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies",80,en,1154
24,2022-12-23 14:50:34+00:00,1606301240505368578,https://twitter.com/IPL/status/1606301240505368578,1,"Akash Singh is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Akash Singh is UNSOLD 

#TATAIPLAuction | @TataCompanies",15,tl,350
25,2022-12-23 14:50:11+00:00,1606301146603081728,https://twitter.com/IPL/status/1606301146603081728,4,"Akash Vashisht is SOLD to Rajasthan Royals for INR 20 Lakh

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Akash Vashisht is SOLD to Rajasthan Royals for INR 20 Lakh

#TATAIPLAuction | @TataCompanies",34,hi,485
26,2022-12-23 14:49:38+00:00,1606301007658381312,https://twitter.com/IPL/status/1606301007658381312,3,"Suryansh Shedge is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Suryansh Shedge is UNSOLD 

#TATAIPLAuction | @TataCompanies",15,en,343
27,2022-12-23 14:49:10+00:00,1606300891362996224,https://twitter.com/IPL/status/1606300891362996224,3,"Johnson Charles from West Indies is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Johnson Charles from West Indies is UNSOLD 

#TATAIPLAuction | @TataCompanies",19,en,431
28,2022-12-23 14:48:51+00:00,1606300808999583744,https://twitter.com/IPL/status/1606300808999583744,5,"Wayne Parnell is up next and is UNSOLD

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wayne Parnell is up next and is UNSOLD

#TATAIPLAuction | @TataCompanies",19,en,429
29,2022-12-23 14:47:50+00:00,1606300555491610625,https://twitter.com/IPL/status/1606300555491610625,11,"Mandeep Singh is SOLD to KKR for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mandeep Singh is SOLD to KKR for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies",58,en,1225
30,2022-12-23 14:47:21+00:00,1606300432690577408,https://twitter.com/IPL/status/1606300432690577408,7,"Spinner Murugan Ashwin is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Spinner Murugan Ashwin is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",56,en,912
31,2022-12-23 14:46:58+00:00,1606300337614295042,https://twitter.com/IPL/status/1606300337614295042,5,"Fast bowler K.M. Asif is next and he is SOLD to Rajasthan Royals for INR 30 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast bowler K.M. Asif is next and he is SOLD to Rajasthan Royals for INR 30 Lakh 

#TATAIPLAuction | @TataCompanies",51,en,705
32,2022-12-23 14:46:19+00:00,1606300172434055168,https://twitter.com/IPL/status/1606300172434055168,3,"Dinesh Bana is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dinesh Bana is UNSOLD 

#TATAIPLAuction | @TataCompanies",15,en,410
33,2022-12-23 14:46:00+00:00,1606300092100513792,https://twitter.com/IPL/status/1606300092100513792,3,"Anmolpreet Singh is SOLD to SRH for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Anmolpreet Singh is SOLD to SRH for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",44,en,514
34,2022-12-23 14:45:32+00:00,1606299974731386880,https://twitter.com/IPL/status/1606299974731386880,17,"Adam Zampa too is back in the Auction and he is SOLD to the Rajasthan Royals for INR 1.5 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Adam Zampa too is back in the Auction and he is SOLD to the Rajasthan Royals for INR 1.5 Crore 

#TATAIPLAuction | @TataCompanies",95,en,1777
35,2022-12-23 14:45:05+00:00,1606299862726635521,https://twitter.com/IPL/status/1606299862726635521,11,"Akeal Hosein is SOLD to Sunrisers Hyderabad for INR 1 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Akeal Hosein is SOLD to Sunrisers Hyderabad for INR 1 Crore 

#TATAIPLAuction | @TataCompanies",66,en,1238
36,2022-12-23 14:44:28+00:00,1606299705310203904,https://twitter.com/IPL/status/1606299705310203904,5,"Kusal Mendis is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kusal Mendis is UNSOLD 

#TATAIPLAuction | @TataCompanies",18,in,374
37,2022-12-23 14:44:02+00:00,1606299597201997824,https://twitter.com/IPL/status/1606299597201997824,18,"Litton Das has an opening bid which will be the closing bid with KKR for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Litton Das has an opening bid which will be the closing bid with KKR for INR 50 Lakh 

#TATAIPLAuction | @TataCompanies",105,en,1518
38,2022-12-23 14:43:35+00:00,1606299484497084417,https://twitter.com/IPL/status/1606299484497084417,4,"He is SOLD to Delhi Capitals for INR 4.6 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","He is SOLD to Delhi Capitals for INR 4.6 Crore 

#TATAIPLAuction | @TataCompanies",60,en,785
39,2022-12-23 14:43:10+00:00,1606299378183901184,https://twitter.com/IPL/status/1606299378183901184,10,"And, we are back after a short break for the final set of the Auction 

South Africa's Rilee Rossouw is up for grabs at the moment 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","And, we are back after a short break for the final set of the Auction 

South Africa's Rilee Rossouw is up for grabs at the moment 

#TATAIPLAuction | @TataCompanies",43,en,1139
40,2022-12-23 14:12:07+00:00,1606291564711378947,https://twitter.com/IPL/status/1606291564711378947,4,"Shivam Singh attracts a bid from Punjab Kings and is SOLD for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shivam Singh attracts a bid from Punjab Kings and is SOLD for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",46,en,731
41,2022-12-23 14:11:34+00:00,1606291427863842818,https://twitter.com/IPL/status/1606291427863842818,8,"Bhagath Varma is SOLD to CSK for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bhagath Varma is SOLD to CSK for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",81,en,1215
42,2022-12-23 14:11:04+00:00,1606291302676578306,https://twitter.com/IPL/status/1606291302676578306,4,"All-rounder Nehal Wadhera is SOLD to Mumbai Indians for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Nehal Wadhera is SOLD to Mumbai Indians for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",53,en,681
43,2022-12-23 14:10:32+00:00,1606291169586970625,https://twitter.com/IPL/status/1606291169586970625,2,"All-rounder Mohit Rathee is SOLD to Punjab Kings for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Mohit Rathee is SOLD to Punjab Kings for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",36,en,493
44,2022-12-23 14:09:57+00:00,1606291022392213513,https://twitter.com/IPL/status/1606291022392213513,2,"Shubhang Hegde is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shubhang Hegde is UNSOLD 

#TATAIPLAuction | @TataCompanies",16,de,410
45,2022-12-23 14:09:40+00:00,1606290947792199680,https://twitter.com/IPL/status/1606290947792199680,1,"Deepesh Nailwal is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Deepesh Nailwal is UNSOLD 

#TATAIPLAuction | @TataCompanies",14,en,287
46,2022-12-23 14:09:17+00:00,1606290854527864832,https://twitter.com/IPL/status/1606290854527864832,0,"Fast bowler Trilok Nag is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast bowler Trilok Nag is UNSOLD 

#TATAIPLAuction | @TataCompanies",19,de,336
47,2022-12-23 14:08:55+00:00,1606290761862942720,https://twitter.com/IPL/status/1606290761862942720,1,"Fast bowler Shubham Kapse is UNSOLD

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast bowler Shubham Kapse is UNSOLD

#TATAIPLAuction | @TataCompanies",18,de,412
48,2022-12-23 14:08:24+00:00,1606290629243314176,https://twitter.com/IPL/status/1606290629243314176,0,"Utkarsh Singh with a base price of INR 20 Lakh is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Utkarsh Singh with a base price of INR 20 Lakh is UNSOLD 

#TATAIPLAuction | @TataCompanies",16,en,297
49,2022-12-23 14:08:00+00:00,1606290530358419456,https://twitter.com/IPL/status/1606290530358419456,0,"Jitender Pal is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jitender Pal is UNSOLD 

#TATAIPLAuction | @TataCompanies",13,en,293
50,2022-12-23 14:07:32+00:00,1606290414377410560,https://twitter.com/IPL/status/1606290414377410560,5,"All-rounder Ajay Mandal is SOLD to CSK for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Ajay Mandal is SOLD to CSK for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",70,en,773
51,2022-12-23 14:07:03+00:00,1606290290859458560,https://twitter.com/IPL/status/1606290290859458560,5,"Fast bowler Kulwant Khejroliya is SOLD to KKR for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast bowler Kulwant Khejroliya is SOLD to KKR for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",51,en,603
52,2022-12-23 14:06:30+00:00,1606290150824214535,https://twitter.com/IPL/status/1606290150824214535,3,"All-rounder Sonu Yadav is SOLD to RCB for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Sonu Yadav is SOLD to RCB for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",55,en,630
53,2022-12-23 14:05:46+00:00,1606289966845382658,https://twitter.com/IPL/status/1606289966845382658,3,"Kunal Rathore attracts a bid from Rajasthan Royals 

He is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kunal Rathore attracts a bid from Rajasthan Royals 

He is SOLD to Rajasthan Royals for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",38,en,436
54,2022-12-23 14:05:11+00:00,1606289822250827776,https://twitter.com/IPL/status/1606289822250827776,3,"All-rounder B Surya is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder B Surya is UNSOLD 

#TATAIPLAuction | @TataCompanies",16,en,383
55,2022-12-23 14:04:47+00:00,1606289721038016513,https://twitter.com/IPL/status/1606289721038016513,19,"Sanjay Ramaswamy is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sanjay Ramaswamy is UNSOLD 

#TATAIPLAuction | @TataCompanies",37,in,397
56,2022-12-23 14:04:24+00:00,1606289625101787141,https://twitter.com/IPL/status/1606289625101787141,4,"Priyank Panchal is also UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Priyank Panchal is also UNSOLD 

#TATAIPLAuction | @TataCompanies",17,en,367
57,2022-12-23 14:03:59+00:00,1606289520877608966,https://twitter.com/IPL/status/1606289520877608966,4,"Pacer Varun Aaron is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pacer Varun Aaron is UNSOLD 

#TATAIPLAuction | @TataCompanies",18,da,331
58,2022-12-23 14:03:25+00:00,1606289375926558720,https://twitter.com/IPL/status/1606289375926558720,29,"England all-rounder Tom Curran is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","England all-rounder Tom Curran is UNSOLD 

#TATAIPLAuction | @TataCompanies",36,en,1596
59,2022-12-23 14:02:51+00:00,1606289234783916032,https://twitter.com/IPL/status/1606289234783916032,6,"Rehan Ahmed from England with a base price of INR 50 Lakh is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rehan Ahmed from England with a base price of INR 50 Lakh is UNSOLD 

#TATAIPLAuction | @TataCompanies",22,en,527
60,2022-12-23 14:02:03+00:00,1606289032450781186,https://twitter.com/IPL/status/1606289032450781186,6,"Fast bowler Avinash Singh is attracting bids from KKR &amp; RCB 

He is now SOLD to RCB for INR 60 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast bowler Avinash Singh is attracting bids from KKR &amp; RCB 

He is now SOLD to RCB for INR 60 Lakh 

#TATAIPLAuction | @TataCompanies",48,en,638
61,2022-12-23 14:00:34+00:00,1606288660588011525,https://twitter.com/IPL/status/1606288660588011525,9,"Wicket-keeper Nitish Kumar Reddy is SOLD to Sunrisers Hyderabad for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wicket-keeper Nitish Kumar Reddy is SOLD to Sunrisers Hyderabad for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",46,en,589
62,2022-12-23 13:59:56+00:00,1606288500583710720,https://twitter.com/IPL/status/1606288500583710720,1,"Ajitesh Guruswamy is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ajitesh Guruswamy is UNSOLD 

#TATAIPLAuction | @TataCompanies",16,in,267
63,2022-12-23 13:59:26+00:00,1606288373299257344,https://twitter.com/IPL/status/1606288373299257344,9,"All-rounder Sanjay Yadav who was with Mumbai Indians in 2022 is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Sanjay Yadav who was with Mumbai Indians in 2022 is UNSOLD 

#TATAIPLAuction | @TataCompanies",27,en,534
64,2022-12-23 13:58:58+00:00,1606288256898777090,https://twitter.com/IPL/status/1606288256898777090,14,"Namibia's David Wiese is SOLD to Kolkata Knight Riders for INR 1 Crore 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Namibia's David Wiese is SOLD to Kolkata Knight Riders for INR 1 Crore 

#TATAIPLAuction | @TataCompanies",110,en,1657
65,2022-12-23 13:58:12+00:00,1606288064682201088,https://twitter.com/IPL/status/1606288064682201088,1,"All-rounder Sumeet Verma is UNSOLD 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Sumeet Verma is UNSOLD 

#TATAIPLAuction | @TataCompanies",17,en,330
66,2022-12-23 13:57:47+00:00,1606287958243299328,https://twitter.com/IPL/status/1606287958243299328,2,"Swapnil Singh is SOLD to Lucknow Super Giants for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Swapnil Singh is SOLD to Lucknow Super Giants for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",34,en,358
67,2022-12-23 13:57:12+00:00,1606287812889919491,https://twitter.com/IPL/status/1606287812889919491,8,"All-rounder Shams Mulani is SOLD to Mumbai Indians for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All-rounder Shams Mulani is SOLD to Mumbai Indians for INR 20 Lakh 

#TATAIPLAuction | @TataCompanies",54,en,555
